CHROM	START	END	BRCA_METH	BRCA_DEPTH	CEAD_METH	CEAD_DEPTH	CESC_METH	CESC_DEPTH	COAD_METH	COAD_DEPTH	OV_METH	OV_DEPTH	READ_METH	READ_DEPTH	B cell_METH	B cell_DEPTH	CD4+ T-cell_METH	CD4+ T-cell_DEPTH	CD8+ T-cell_METH	CD8+ T-cell_DEPTH	Erythroblast_METH	Erythroblast_DEPTH	Monocyte_METH	Monocyte_DEPTH	Natural killer cell_METH	Natural killer cell_DEPTH	Neutrophil_METH	Neutrophil_DEPTH
chr15	92981290	92981544	1172	1359	89	109	50	131	322	410	143	170	183	206	732	747	704	787	623	664	403	431	575	590	580	623	2354	2432
chr4	165162804	165163194	539	673	34	38	37	39	113	189	43	58	48	209	429	500	344	353	292	309	124	156	379	406	277	298	1255	1332
chr18	8434440	8434952	422	708	46	65	28	67	174	263	70	99	43	164	750	878	960	1049	530	617	339	443	768	848	608	702	2232	2571
chr16	30386733	30387596	2269	2735	158	195	54	113	555	715	206	287	418	603	2214	2395	3150	3269	1803	1858	1674	1859	1831	1955	1942	2082	6435	6862
chr2	70120418	70121225	2154	2677	101	141	146	173	710	868	224	273	551	718	879	2022	1008	1047	575	607	456	535	1011	1166	473	582	2531	3085
chr12	53997429	53997842	381	2153	55	162	74	84	370	925	18	129	32	475	167	1825	401	5923	158	2372	89	2912	116	2737	152	2745	403	8961
chr12	14520617	14520986	782	875	28	34	39	48	225	258	27	144	155	173	648	681	1279	1320	506	540	548	660	671	722	530	571	2194	2261
chr11	78605701	78606025	1248	1824	66	71	19	36	497	615	123	136	285	398	1280	1385	1892	1974	1186	1276	742	890	1627	1702	1262	1365	4434	4758
chr11	330625	331857	3449	4220	191	294	97	113	1382	1869	320	365	952	1104	2877	4485	4588	8739	1414	4062	5487	6353	4960	5748	736	5427	16290	19592
chr15	82889019	82889891	979	1110	71	77	46	46	381	486	99	115	105	235	1069	1138	2390	2467	1140	1209	983	1141	1549	1629	1289	1407	4691	4981
chr3	14384838	14385176	1105	1328	56	59	18	27	373	536	119	141	300	496	1018	1360	2420	2487	1502	1568	1031	1206	1459	1517	1534	1636	6023	6233
chr7	143883461	143883786	1362	1851	88	96	87	99	743	864	75	207	514	573	1280	1414	2209	2343	1154	1254	815	911	1187	1269	1120	1221	4871	5380
chr2	25131609	25132278	1648	2550	8	63	4	45	124	932	15	170	22	778	232	2171	530	8858	232	2871	126	4611	174	4325	182	3402	471	13031
chr19	1843582	1844437	1277	1611	95	114	42	56	732	858	160	182	500	576	2008	2226	4897	5164	2223	2406	2610	2869	2986	3300	2456	2711	9110	10441
chr17	35465099	35465740	1353	1586	60	74	100	117	397	515	137	154	165	405	911	970	1360	1389	568	590	624	736	819	844	674	694	2595	2752
chr19	13726935	13727790	1727	1983	147	180	98	112	546	685	276	317	276	473	1552	1738	1095	1157	857	924	580	655	1024	1065	999	1062	3822	4099
chr14	59630406	59631005	68	3659	26	148	62	144	719	1945	11	277	17	495	324	4063	772	20396	252	5445	161	9119	128	6283	176	6431	304	21730
chr15	100785038	100786093	1335	1628	75	86	42	70	294	466	114	138	115	280	1164	1419	3028	3357	1059	1215	1025	1404	1346	1514	1260	1482	4849	5441
chr3	114408444	114409569	2672	3686	171	203	215	275	434	634	77	456	762	904	1907	2266	1607	1727	1481	1631	584	724	1366	1660	1393	1624	5181	6419
chr5	149562487	149562743	1644	1862	94	133	20	61	631	730	156	190	412	505	1430	1499	1585	1617	715	732	927	1012	1365	1405	953	1013	3973	4143
chr2	237854821	237855439	1434	1772	61	75	116	131	362	445	212	237	151	491	1020	1108	605	611	621	651	399	421	793	839	605	634	2596	2730
chr19	44795393	44795846	1128	1235	67	72	56	57	399	447	110	126	274	309	158	1241	2110	2177	1022	1099	922	1043	1190	1262	1161	1340	4259	4525
chr12	124542038	124542522	426	722	27	38	13	23	172	256	38	52	142	180	762	826	2115	2258	864	931	798	971	767	1227	996	1162	3157	3897
chr22	23269999	23270616	905	1129	67	81	45	63	465	563	77	136	274	358	245	1333	2675	2981	1258	1411	988	1320	1302	1678	1276	1417	4019	5306
chr19	8360502	8361328	1668	1877	133	154	119	141	474	635	134	144	325	649	1402	1527	1888	1960	1259	1321	963	1057	1406	1478	1211	1303	4743	5048
chr7	2573731	2574460	2184	2440	100	104	61	75	784	840	120	135	538	590	1367	1760	4345	4534	1922	2067	1885	2104	2354	2499	1203	1971	7249	7768
chr10	98394157	98394864	1197	1550	70	98	51	78	432	529	97	127	218	285	1138	1440	2697	2838	1077	1155	1124	1315	1422	1529	1163	1253	4504	4941
chr1	936816	937116	966	1178	39	52	23	31	223	459	84	104	41	260	1083	1191	3241	3411	1340	1439	1416	1574	1828	1987	1590	1709	5921	6498
chr5	131647123	131647624	1053	1223	55	83	103	115	279	319	58	72	235	274	10	1000	527	568	409	445	343	351	311	533	334	444	1696	1857
chr3	197830883	197831297	1827	1979	173	186	189	205	461	491	236	267	286	548	1077	1112	1378	1418	687	712	661	726	1011	1055	755	796	3001	3142
chr20	44585314	44586214	1008	1359	79	99	58	77	334	446	128	144	437	529	144	902	1714	1775	614	652	804	931	780	828	638	680	2546	2768
chr13	27405203	27405635	975	1170	59	61	18	18	382	466	89	95	97	326	948	1040	2976	3172	1142	1227	1235	1476	1474	1565	1338	1533	4863	5213
chr19	35703108	35704276	2627	3909	186	284	105	149	1026	1644	205	419	577	1284	2440	3929	3886	5617	2172	3019	1997	3088	2551	3936	2380	3725	8193	12779
chr17	35170182	35170566	587	759	21	24	18	18	229	294	48	48	85	273	569	647	2180	2233	756	793	791	925	863	908	850	902	2809	3068
chr15	100200061	100200580	1153	1292	61	65	33	61	456	573	133	155	292	337	1317	1422	2663	2882	843	973	1278	1487	1589	1687	176	637	4936	5245
chr17	81121016	81121349	927	1083	27	38	9	31	547	598	84	100	343	412	1126	1278	5255	5454	2079	2227	2558	2751	2237	2314	2126	2250	7810	8138
chr20	55991550	55992372	818	2275	65	81	61	83	488	556	182	252	723	950	1115	1216	1277	1358	1083	1172	484	599	1062	1140	991	1099	4375	4801
chr12	126934383	126934650	901	1746	96	103	51	57	447	557	125	144	223	279	1324	1397	3370	3587	1604	1707	1310	1514	1674	1771	1731	1884	6262	6810
chr15	90105103	90105464	284	467	28	29	37	42	137	155	40	54	28	118	312	345	584	604	270	285	244	282	309	325	253	270	976	1027
chr16	23677149	23678035	1310	1468	64	78	47	52	201	361	99	111	41	392	929	990	1058	1122	863	901	672	764	934	994	834	898	2965	3280
chr13	113007628	113008199	1492	1659	51	61	30	55	468	532	127	144	406	459	1320	1409	4862	5058	1661	1716	1788	2031	1756	1930	1921	2000	5895	6922
chr17	41538915	41539460	150	566	16	32	34	46	235	271	54	72	163	208	527	665	1202	1271	543	595	564	709	676	722	566	655	2120	2285
chr2	229569248	229569948	734	1023	33	37	26	46	171	312	75	90	81	328	710	838	743	784	515	568	235	316	657	702	549	613	2349	2546
chr2	88015112	88015734	3382	4161	248	259	134	179	1018	1253	280	337	624	1181	3389	3599	2997	3079	2226	2345	1612	1765	3030	3153	2086	2227	8680	9165
chr7	100192480	100193118	589	688	41	52	76	90	220	259	78	103	174	220	118	720	213	220	125	157	143	159	388	444	170	207	860	930
chr3	52224640	52225379	874	1085	62	76	39	44	319	396	88	97	295	355	203	1130	1650	1877	682	777	836	997	854	1100	919	1073	3240	3855
chr9	86946041	86946514	6	3131	10	173	11	189	441	711	13	383	75	1103	247	4634	160	29506	30	8123	38	16413	21	9348	21	8886	60	34252
chr2	196839970	196840540	530	987	69	70	97	105	280	296	155	171	292	314	763	784	256	263	305	316	113	141	434	449	276	290	1492	1562
chr2	120890349	120891070	1229	1460	69	77	85	98	251	407	164	173	123	435	993	1085	1467	1546	963	1045	592	732	1131	1216	986	1086	3952	4238
chr14	105003272	105004247	5612	6138	290	311	206	281	1635	1965	487	511	746	1118	4246	4596	7549	7835	3466	3648	4186	4365	4162	4408	3632	3815	14091	15590
chr16	72199097	72199570	803	1200	58	62	27	47	308	360	80	86	298	325	1094	1153	2014	2093	1013	1081	754	958	1376	1406	982	1056	4555	4720
chr17	31974115	31974483	1201	1297	99	103	27	79	535	574	128	154	417	454	1547	1635	915	940	298	312	469	491	849	868	474	502	1567	1642
chr1	32387133	32387446	1148	1578	96	100	85	90	346	433	79	91	311	475	967	982	250	886	301	392	558	569	598	609	470	493	2132	2249
chr9	134517201	134517652	1081	1268	46	54	34	39	525	591	68	87	106	292	1161	1247	3500	3644	1646	1732	1189	1469	1790	1848	1626	1759	5825	6083
chr1	228185665	228185933	505	1312	17	33	23	29	292	458	77	101	198	286	772	871	835	1491	339	652	665	809	1034	1145	52	792	3086	3595
chr9	113930588	113930902	672	845	28	35	41	45	189	247	74	92	78	201	398	491	1073	1125	402	433	455	507	459	479	388	431	1635	1708
chr1	179363157	179364211	2180	2619	80	92	81	87	481	630	172	216	160	595	927	968	1906	2043	992	1034	581	709	1099	1170	990	1114	3777	4036
chr6	41369211	41370212	2600	4051	107	169	68	94	650	1113	189	363	417	1061	1391	3467	2097	5522	1273	3120	915	2988	1317	3976	1460	3599	4669	13794
chr9	72200495	72200878	1155	1746	72	92	69	81	309	443	97	117	64	380	795	891	1819	1986	667	726	743	855	555	698	674	770	2214	2873
chr14	99944709	99944997	573	651	33	33	18	18	117	156	63	71	41	130	495	550	948	981	472	508	312	383	644	664	512	565	2085	2188
chr1	50427002	50427655	804	3356	101	198	90	180	784	1217	59	294	179	929	352	4077	421	8096	253	4054	80	4002	195	4759	214	3951	643	15458
chr5	150598963	150599230	808	961	34	50	1	51	416	477	69	79	234	268	693	781	2015	2144	857	905	762	868	964	1111	755	828	2409	3204
chr2	207894974	207897235	2097	2498	148	167	189	207	608	821	238	279	228	835	2047	2148	2323	2398	1391	1461	921	1088	1854	1897	1316	1398	6062	6408
chr5	81959704	81960336	1913	2102	112	133	45	74	356	437	138	166	314	380	1285	1447	1631	1658	782	818	785	840	1112	1140	785	812	3144	3271
chr7	97915311	97916378	1643	1974	80	92	33	53	516	655	128	156	438	558	1315	1650	1017	1256	455	588	450	575	987	1216	518	654	2311	2761
chr3	170077695	170078760	2982	3250	162	188	200	219	704	896	270	332	473	901	2099	2230	3165	3284	1836	1914	1473	1574	2403	2490	2117	2193	7622	7915
chr5	172416220	172416862	1508	1715	135	158	24	42	521	608	149	169	394	442	1499	1613	2186	2240	1076	1121	785	924	1260	1328	1093	1178	4345	4609
chr6	131575824	131576862	1178	1349	65	68	87	93	307	405	75	112	267	342	891	942	1545	1597	687	703	630	700	714	916	571	605	68	2213
chr17	58366745	58367149	1550	1732	105	105	85	89	140	245	109	116	107	378	1068	1295	933	983	432	445	421	453	637	655	605	638	1929	2085
chr5	181110186	181110875	1808	2288	81	109	31	69	570	748	173	216	309	572	1472	1740	2474	2654	1474	1640	1073	1297	1728	1914	1624	1802	4791	5640
chr19	43643807	43644375	1148	1524	88	118	34	47	388	586	76	119	92	513	1208	1404	2057	2167	1234	1320	963	1099	1193	1551	1340	1483	3739	4840
chr4	183422705	183423193	551	679	68	75	35	53	259	306	66	80	248	295	709	789	1172	1213	641	689	426	494	900	951	579	611	2617	2790
chr18	79438226	79438598	1121	1329	56	61	76	86	501	656	121	152	107	279	1124	1397	3831	3965	1161	1223	1311	1445	1909	1977	1501	1574	6114	6443
chr9	131838769	131839464	1092	1647	68	106	61	80	686	927	127	163	169	451	1331	1680	5747	7427	1824	2250	2451	3459	2408	3064	2261	2891	7961	10579
chr2	237717639	237717963	683	725	45	47	58	67	204	236	81	105	222	251	511	532	442	450	180	184	214	223	473	498	204	219	130	1030
chr13	42871069	42871679	2004	2526	84	97	70	88	566	889	78	97	139	582	979	1096	1370	1544	461	533	529	705	670	758	381	482	1739	2042
chr16	89822045	89822346	601	681	51	52	43	43	90	156	77	89	35	196	691	744	3195	3334	848	907	1299	1452	1156	1231	689	875	3406	3689
chr10	13845280	13845849	863	1046	43	53	40	63	257	388	113	134	100	278	745	894	1055	1136	690	773	393	550	804	896	591	711	2645	3098
chr19	5796586	5797086	1420	1621	56	68	42	54	496	607	110	122	374	465	1167	1240	1940	2030	1172	1256	1221	1294	1476	1547	1270	1385	4585	4859
chr2	30282614	30282969	617	688	29	33	42	42	239	262	81	85	137	157	389	821	1220	1343	508	574	635	688	721	787	646	686	2404	2531
chr20	48995799	48996284	1378	1563	97	107	74	74	295	336	86	176	406	467	650	798	940	1060	515	566	552	595	545	662	524	575	2076	2349
chr13	99895157	99895773	1265	3546	135	224	17	197	983	2069	20	257	95	1693	236	4513	448	14550	178	5103	104	6593	107	5923	148	5911	459	20428
chr1	36120183	36120522	827	1108	56	56	49	60	319	430	80	98	169	366	738	792	1714	1827	782	847	697	791	37	991	832	927	1411	2571
chr4	183758758	183759113	991	1361	77	99	61	67	271	375	74	107	133	436	1109	1160	2709	2824	996	1046	1250	1345	1443	1515	1163	1255	4671	4943
chr16	85249938	85250454	1411	1589	70	76	69	73	454	604	116	126	172	417	1471	1610	4512	4802	1742	1864	1796	2057	2361	2647	2151	2428	7433	8160
chr16	58438935	58439327	571	715	23	30	26	36	146	237	58	65	105	202	63	748	1726	1799	611	656	727	826	634	838	690	767	2587	3115
chr14	77481992	77482595	945	1100	56	74	36	38	264	292	82	96	140	178	320	903	1497	1575	591	629	604	706	713	781	638	699	2241	2504
chr21	41524536	41524807	998	1167	56	64	22	42	394	434	103	124	254	299	919	992	1126	1200	793	835	439	516	891	941	696	755	2851	3025
chr18	75244224	75244644	1280	1438	60	62	40	46	573	633	92	115	145	227	1199	1246	2634	2736	1424	1476	1231	1350	1831	1916	1435	1508	5863	6253
chr1	95371218	95371878	1366	1678	118	130	86	99	359	534	100	176	117	391	1283	1402	1474	1612	902	963	545	666	1151	1243	814	902	4127	4512
chr2	121174057	121174955	2012	2481	117	133	33	73	868	1038	275	326	694	840	2254	2450	3721	3893	1686	1794	1824	2052	2481	2584	1938	2116	7473	7849
chr15	34221056	34221641	720	992	40	50	69	81	218	301	51	52	86	233	649	702	733	765	647	700	363	418	665	694	576	657	2626	2795
chr10	129932764	129933124	956	1295	75	83	58	61	341	426	92	130	61	298	876	953	1928	2000	583	617	721	832	747	788	689	764	2676	2862
chr8	80099579	80100459	1409	1724	104	124	140	155	319	391	174	218	402	457	109	1154	718	757	618	640	299	341	634	693	413	469	2472	2544
chr17	3473647	3473973	995	1181	60	71	71	77	243	340	97	116	96	238	820	923	727	769	393	419	178	225	557	591	400	425	2167	2276
chr3	36992663	36993866	27	7268	1	330	3	314	2985	4466	3	818	141	2100	45	9595	143	27298	8	11379	103	26649	25	12462	9	12117	164	44567
chr2	11878959	11879994	715	1027	55	73	43	52	143	241	61	75	25	113	873	1015	642	685	520	596	279	356	595	700	427	508	2025	2494
chr9	129253215	129253958	1261	1667	72	85	61	72	354	827	117	154	153	488	1619	1862	4481	4774	1880	2044	1827	2252	2056	2407	1793	2113	7508	8263
chr14	103278978	103279643	942	3904	3	170	3	149	1783	2363	8	383	506	844	323	3639	514	17398	185	4208	103	9284	118	7582	151	5615	299	21055
chr4	48339541	48340248	1514	2667	163	176	274	328	535	697	267	324	192	586	1419	1465	1034	1057	808	831	800	842	1017	1038	852	910	3547	3682
chr19	40226209	40226520	133	1804	47	95	14	32	374	896	24	192	154	799	163	2133	255	6820	139	2760	79	2897	52	3024	62	2529	235	9546
chr19	55224360	55224728	1132	1341	83	111	60	82	673	776	142	173	121	358	986	1101	2910	3055	1176	1245	1698	1815	1941	2050	1448	1570	5424	5949
chr2	127582435	127582876	507	638	26	35	18	35	199	239	55	79	176	207	680	744	1704	1786	942	1038	590	745	955	1033	931	1049	3453	3601
chr21	38416934	38417777	2164	2428	105	117	94	112	505	627	126	182	285	362	1495	1655	1770	1861	785	851	612	721	883	1137	855	974	1092	3340
chr2	73081233	73081590	1099	1256	47	51	54	58	531	607	55	110	289	339	527	624	4506	4774	1099	1175	2147	2533	1606	1707	1128	1238	4705	4998
chr2	10861831	10863135	2183	2566	103	166	73	134	877	1032	178	236	617	728	2267	2445	7150	7599	2303	2478	2285	3064	3061	3343	2510	2698	10081	10901
chr18	23194052	23194454	926	1200	83	100	70	83	138	190	36	133	150	185	566	646	528	559	565	592	291	340	390	513	582	651	1691	2437
chr12	121309686	121309992	886	1041	53	73	49	51	345	447	70	96	152	194	884	921	1722	1758	744	764	906	970	752	993	867	912	825	3221
chr1	154518114	154519040	3503	4466	140	167	85	108	354	629	165	227	175	664	1563	1711	2157	2227	1219	1294	990	1091	1577	1653	1075	1144	4165	4356
chr22	18971637	18971888	594	772	33	49	17	39	291	396	47	70	59	170	1112	1348	398	436	123	154	190	220	897	1310	170	190	462	625
chr6	138497463	138498308	1398	1511	79	93	108	112	425	545	143	152	83	333	990	1042	1661	1713	765	810	592	697	842	862	692	759	3168	3271
chr19	49904693	49905278	1403	1747	58	74	36	43	514	711	65	88	198	440	1245	1440	1304	1363	1213	1280	731	826	1344	1450	1158	1249	4468	4932
chr19	40306857	40307150	943	1109	47	68	66	91	314	399	105	123	119	280	1270	1382	1507	1600	647	689	643	701	668	717	685	738	2594	2824
chr18	46886451	46886818	1464	1614	102	102	107	107	360	406	131	139	47	142	1247	1269	1139	1177	538	578	550	587	892	928	666	700	3092	3216
chr2	114661965	114662589	785	3324	170	328	237	249	1111	1682	98	483	947	1505	643	4409	2721	15495	704	5762	743	6275	376	6845	530	6221	1511	23431
chr1	9725872	9726326	1145	1617	115	120	54	62	438	575	124	133	215	462	989	1027	2187	2304	858	891	1135	1279	1263	1316	966	1012	4400	4622
chr11	94809033	94809644	762	937	51	53	80	103	210	324	96	109	68	228	803	874	943	1009	421	457	362	415	726	755	491	519	2207	2323
chr10	1291690	1292086	1276	1525	48	56	62	70	580	704	132	140	183	333	1586	1725	4829	5084	1766	1851	1852	2177	2317	2423	2077	2239	7166	7669
chr20	61521848	61522244	760	1485	49	61	32	37	327	441	61	93	190	476	944	1225	2540	3111	974	1274	685	1184	1047	1589	968	1293	4106	5497
chr22	44219347	44219667	655	825	44	49	47	61	196	282	53	74	113	270	831	890	794	821	537	565	369	401	1046	1097	501	533	2311	2454
chr13	113370459	113371097	1593	1795	57	72	42	52	362	453	117	147	217	419	1361	1489	2290	2471	922	986	1084	1252	1331	1496	1058	1172	3699	4202
chr4	65618880	65619144	1277	1425	86	107	96	106	304	398	125	133	89	266	1094	1128	1298	1378	738	774	413	492	847	904	841	881	3039	3301
chr14	89067227	89067783	567	1156	58	67	31	43	181	281	80	97	98	181	847	1140	311	515	195	514	248	304	761	842	9	471	1858	2141
chr2	171494190	171494504	500	1112	67	80	105	125	195	220	129	141	220	274	533	557	101	101	211	216	46	48	275	282	177	189	899	927
chr4	719174	719606	1238	1407	75	89	22	36	677	778	134	155	338	400	1384	1486	3657	3766	1497	1555	1902	2043	1816	2008	1468	1588	5682	6573
chr10	14947857	14948277	1039	1127	68	68	55	55	270	315	116	127	114	330	1049	1081	804	833	610	640	406	432	935	961	804	837	2885	2970
chr18	23821785	23822690	1991	2408	161	191	238	263	660	781	74	301	353	426	1515	1678	1454	1510	1091	1112	531	680	1204	1307	1060	1141	4614	4862
chr17	67164794	67165179	1122	1464	64	77	81	91	203	239	70	79	229	249	549	566	335	348	198	207	138	163	22	286	196	213	933	1069
chr20	31999411	31999733	816	1074	42	45	21	25	213	284	81	87	135	468	775	874	1185	1255	689	761	463	559	958	1011	700	779	2966	3132
chr20	34269073	34269443	335	2865	23	138	2	58	821	1091	36	258	5	1393	235	3062	362	8890	189	4235	699	4167	64	4503	107	4309	361	15085
chr3	134039037	134039845	586	754	33	36	31	32	173	306	61	92	53	306	945	1088	1038	1093	675	724	452	522	983	1060	676	752	3023	3225
chr3	195126560	195126892	622	651	30	37	52	54	182	206	80	82	144	155	157	573	704	733	380	392	296	346	484	549	344	390	1336	1531
chr6	87151941	87152403	22	2813	32	193	2	130	791	1255	9	312	13	858	37	3471	28	15506	7	5108	101	8719	6	6112	4	6223	8	20034
chr16	86064031	86064955	794	1170	33	40	12	35	312	510	88	96	304	386	964	1170	3165	3456	1268	1457	1393	1606	1641	1801	1280	1445	5111	5717
chr3	129276846	129277334	1785	1975	92	102	113	120	551	613	134	153	352	388	953	1457	1977	2063	943	978	1190	1247	1304	1349	1123	1200	4346	4573
chr9	128705087	128705353	616	745	32	36	10	20	227	281	73	79	204	247	702	774	929	958	479	498	650	678	872	923	574	620	2656	2808
chr10	76005786	76006268	961	1101	60	61	9	32	302	385	121	126	275	320	1103	1189	1232	1261	637	652	376	444	888	911	577	595	2600	2672
chr10	129887180	129888121	2708	3362	150	169	97	120	809	1125	277	298	319	621	2452	2689	5412	5626	3115	3328	2200	2564	3249	3437	3114	3386	12170	12981
chr1	150506689	150506977	421	1186	37	40	44	47	232	254	58	70	225	242	548	567	871	898	575	593	437	471	699	717	537	558	2150	2254
chr2	238403557	238404751	3751	4052	221	237	286	290	1586	1741	397	444	305	1343	3183	3282	7812	8025	3474	3592	3296	3510	4234	4359	3773	3871	14400	15006
chr6	151532555	151533180	970	1082	59	64	61	67	221	257	93	99	192	262	805	886	460	484	405	436	215	240	370	374	379	410	1559	1647
chr1	180347913	180348382	907	2198	85	96	119	122	314	348	130	142	299	323	817	827	1356	1385	604	618	608	659	642	664	678	691	2594	2657
chr10	124601175	124602135	2703	3032	124	134	64	66	1139	1366	204	235	618	845	263	3394	8071	8500	3304	3561	3749	4097	4551	4873	2575	3741	15108	16587
chr16	66639514	66640258	1742	2173	95	114	53	139	601	659	151	157	484	540	1509	1588	2875	2965	1400	1488	1175	1317	1669	1724	1685	1775	6244	6510
chr20	62267665	62267915	763	863	25	32	4	21	302	334	37	50	369	410	583	600	1555	1589	603	620	918	951	688	710	640	663	2399	2461
chr3	66414986	66415289	227	472	25	25	32	32	172	186	41	44	158	181	627	652	615	645	376	389	262	299	562	592	421	427	1468	1532
chr20	53698326	53698801	1366	1512	75	79	51	67	375	458	119	136	488	541	898	1035	1445	1494	798	842	697	786	386	978	910	972	2695	3740
chr2	239677373	239678033	665	822	40	45	36	46	236	359	85	99	55	268	619	740	3791	3985	1020	1133	1368	1691	1419	1474	1266	1396	4278	4553
chr10	13238074	13238667	1529	1789	73	84	86	100	593	710	155	175	259	443	1415	1494	4315	4488	1593	1668	1812	2020	2090	2239	1775	1903	6440	6889
chr7	150402902	150403727	1284	1443	61	62	58	60	354	621	94	104	207	503	1277	1389	3468	3600	1566	1639	1905	2052	1960	2080	1588	1693	6782	7236
chr14	31943662	31944097	1251	1331	52	52	133	136	336	518	81	101	85	269	1065	1100	3165	3233	1369	1423	1553	1662	1459	1505	1410	1473	6039	6329
chr15	50484477	50485637	2139	2411	138	155	166	195	597	652	268	288	403	468	627	1611	1532	1578	966	992	883	930	1165	1224	1090	1145	4457	4608
chr11	125164505	125165010	0	1568	1	138	0	66	145	748	0	200	4	601	12	1413	15	6434	12	1991	19	2815	5	2685	13	2267	25	8217
chr11	3405027	3405308	235	290	9	14	11	13	104	161	20	25	23	119	250	347	240	272	167	203	118	134	350	454	149	201	569	789
chr7	65371501	65371962	709	971	34	34	35	38	157	252	74	82	79	271	856	885	1846	1882	949	982	799	875	946	997	956	1003	3539	3771
chr17	39923907	39924188	2994	3942	58	72	35	42	355	532	66	83	202	247	908	980	2239	2523	333	739	1571	1673	1351	1426	753	989	3659	4049
chr11	113873908	113874228	1478	1658	201	213	110	122	775	872	206	285	564	609	1917	1954	4307	4424	1324	1393	2566	2718	1413	1438	1341	1422	5659	5893
chr5	37375511	37375782	929	1090	81	91	126	130	154	198	113	127	79	242	475	513	101	103	120	127	70	77	272	287	85	89	619	643
chr11	96447434	96448150	1130	1597	115	138	119	161	302	490	102	151	199	430	1180	1314	1775	1900	843	919	789	949	1150	1227	818	907	3784	4108
chr11	120595521	120596094	913	1048	45	50	21	24	281	443	85	94	156	316	831	971	1499	1624	1213	1346	506	606	1152	1278	1092	1200	4251	4594
chr17	1476442	1476965	1423	1632	59	71	49	55	467	541	79	134	299	340	1065	1705	1947	2038	1137	1193	866	971	1182	1395	1186	1316	4160	4880
chr19	12168262	12168899	1198	1290	71	71	27	49	375	399	131	147	357	394	1064	1100	1273	1314	824	857	612	646	1227	1250	860	914	3291	3437
chr12	50215594	50215880	1214	1868	72	94	16	118	585	655	162	176	383	433	1478	1527	832	869	522	553	525	542	976	1009	597	619	2721	2854
chr2	241058672	241059052	1428	1603	66	71	88	99	326	423	123	132	163	398	1214	1367	1101	1136	719	758	513	568	878	911	533	557	3118	3249
chr2	26016493	26016917	1015	1197	66	75	75	86	302	411	101	123	243	300	752	839	1141	1182	701	718	603	653	188	701	701	741	2178	2790
chr5	116760216	116760784	939	1208	58	63	58	87	230	328	65	77	64	259	609	697	717	799	515	564	263	344	630	718	464	548	2033	2375
chr2	45118960	45119661	785	1085	32	42	0	25	235	295	100	114	211	286	785	841	548	572	415	430	185	223	657	680	444	475	1674	1768
chr16	1018050	1018702	2151	2596	78	86	54	57	503	680	106	138	329	781	1535	1743	2292	2387	967	1065	819	955	1419	1507	1028	1119	4257	4540
chr1	31944691	31945015	2581	4250	27	193	111	188	38	1680	38	406	17	933	212	4138	328	9702	217	3599	329	6713	1	6260	186	5747	62	20199
chr1	18631105	18631652	500	3059	21	271	0	60	977	1676	7	273	140	576	239	3146	248	9690	130	4198	59	4214	57	4937	110	5171	177	15605
chr7	260081	261004	3076	3574	155	162	69	74	1164	1315	315	331	105	831	3016	3210	8900	9167	3021	3141	4474	4985	4263	4371	3118	3269	12516	13024
chr6	80029542	80029885	497	654	24	27	43	46	157	183	44	57	118	134	224	382	509	572	287	317	190	251	5	257	241	297	740	1135
chr10	59683851	59684276	704	790	51	58	69	73	196	213	57	135	195	215	471	487	200	205	262	267	104	110	423	432	251	269	950	1004
chr8	129944764	129945608	832	947	58	61	50	70	210	226	48	78	149	182	498	512	729	746	386	395	403	437	403	439	441	463	82	1559
chr22	46584355	46584832	1972	2268	156	172	12	33	775	968	189	220	578	637	1988	2061	4508	4703	2117	2232	2228	2348	2537	2809	2304	2446	8227	9408
chr16	67814914	67815264	1039	1459	86	88	67	79	238	369	78	94	84	382	1084	1159	831	847	656	668	504	547	762	782	690	722	2432	2523
chr8	29583512	29584147	430	1015	46	66	42	59	395	518	41	90	163	232	978	1023	1164	1216	684	702	416	490	274	689	688	715	76	2219
chr9	87738516	87739083	788	1106	55	66	73	86	135	201	55	77	49	206	698	784	318	328	233	243	157	176	370	383	239	264	961	1041
chr17	82909713	82910138	980	1304	43	53	24	38	443	611	77	107	341	479	1334	1426	1598	2794	508	1537	1455	1635	1683	1788	1462	1841	5968	6507
chr16	89071316	89071808	1036	1605	75	86	73	83	588	809	107	130	83	489	1539	1630	5650	5886	1846	1940	2399	2687	2560	2693	2114	2241	7240	7652
chr4	53595137	53595662	545	660	39	50	9	44	160	198	59	65	143	161	478	557	693	788	381	444	258	364	518	556	410	483	1600	1765
chr19	11462106	11462856	2202	2727	134	171	104	171	661	829	175	226	396	624	1816	2036	2415	2524	1446	1502	960	1101	1844	1927	1517	1653	5725	6269
chr21	38811897	38814689	5486	6284	320	384	268	369	1129	1765	452	551	325	1367	4295	4488	4785	4932	2819	2941	2046	2239	3791	3965	2754	2934	11926	12534
chr2	62457185	62458335	1304	3210	66	176	27	150	510	1482	131	309	342	1058	1459	3406	3327	7315	1553	3262	1455	2877	1818	4077	1466	3400	6189	14647
chr8	66115776	66116060	947	1088	44	50	85	91	251	307	185	201	145	291	516	536	678	697	477	497	440	466	484	501	495	511	1954	2038
chr19	35199991	35200431	964	1308	55	69	50	70	246	409	108	134	103	453	1085	1149	1045	1070	798	829	422	468	951	996	835	874	3277	3503
